Tipo_Colegio,Genero,Estrato_Vivienda,Puntaje_Global,Puntaje_Matematicas,Puntaje_Lectura
Oficial,Masculino,Estrato 4,221,38,43
Oficial,Femenino,Estrato 2,313,62,72
Oficial,Femenino,Estrato 2,205,38,39
Oficial,Femenino,Estrato 4,224,39,42
Oficial,Masculino,Estrato 5,185,34,35
Oficial,Femenino,Estrato 1,233,42,55
Oficial,Femenino,Estrato 4,238,42,36
Oficial,Masculino,Estrato 1,292,56,70
Oficial,Masculino,Estrato 2,204,35,39
Oficial,Masculino,Estrato 3,264,55,50
Oficial,Femenino,Estrato 3,248,41,43
Oficial,Femenino,Estrato 3,169,41,25
Oficial,Femenino,Estrato 1,215,48,26
Oficial,Masculino,Estrato 1,214,46,51
No Oficial,Masculino,Estrato 4,251,46,34
No Oficial,Femenino,Estrato 1,283,56,56
Oficial,Masculino,Estrato 1,250,48,46
Oficial,Femenino,Estrato 3,73,14,16
No Oficial,Femenino,Estrato 3,274,44,40
Oficial,Masculino,Estrato 2,274,55,49
Oficial,Masculino,Estrato 1,276,57,58
Oficial,Femenino,Estrato 4,215,54,44
Oficial,Masculino,Estrato 6,246,41,44
No Oficial,Femenino,Estrato 1,265,43,53
Oficial,Masculino,Estrato 2,251,58,62
Oficial,Femenino,Estrato 2,230,33,53
Oficial,Femenino,Estrato 3,277,67,62
No Oficial,Femenino,Estrato 2,276,64,59
No Oficial,Femenino,Estrato 3,245,53,50
Oficial,Femenino,Estrato 2,197,27,34
Oficial,Masculino,Estrato 2,213,41,42
Oficial,Masculino,Estrato 4,246,48,62
No Oficial,Masculino,Estrato 2,298,61,66
No Oficial,Masculino,Estrato 3,276,59,52
Oficial,Masculino,Estrato 2,283,50,41
Oficial,Masculino,Estrato 1,259,60,57
Oficial,Femenino,Estrato 2,254,54,57
Oficial,Femenino,Estrato 2,310,66,58
Oficial,Masculino,Estrato 2,245,47,44
Oficial,Femenino,Estrato 3,268,56,39
Oficial,Masculino,Estrato 2,257,34,60
Oficial,Masculino,Estrato 4,238,50,44
Oficial,Femenino,Estrato 2,238,60,49
Oficial,Masculino,Estrato 1,297,65,51
Oficial,Femenino,Estrato 1,241,53,38
Oficial,Masculino,Estrato 4,230,52,56
Oficial,Masculino,Estrato 1,215,52,40
Oficial,Masculino,Estrato 1,261,50,46
Oficial,Femenino,Estrato 1,224,52,65
No Oficial,Femenino,Estrato 2,318,67,70
Oficial,Femenino,Estrato 2,252,50,45
No Oficial,Femenino,Estrato 1,334,77,71
Oficial,Masculino,Estrato 2,189,32,26
Oficial,Femenino,Estrato 2,203,35,38
Oficial,Masculino,Estrato 3,210,23,36
Oficial,Masculino,Estrato 3,204,33,43
Oficial,Femenino,Estrato 3,263,49,64
Oficial,Masculino,Estrato 2,330,65,54
No Oficial,Masculino,Estrato 1,257,54,64
Oficial,Femenino,Estrato 3,229,52,51
No Oficial,Femenino,Estrato 2,257,40,44
No Oficial,Femenino,Estrato 2,259,52,44
Oficial,Masculino,Estrato 4,262,44,47
Oficial,Masculino,Estrato 5,244,38,42
Oficial,Femenino,Estrato 4,196,41,33
No Oficial,Femenino,Estrato 6,239,48,35
Oficial,Femenino,Estrato 4,252,54,49
No Oficial,Femenino,Estrato 3,302,65,65
Oficial,Femenino,Estrato 2,244,44,44
No Oficial,Masculino,Estrato 5,298,68,61
Oficial,Femenino,Estrato 4,196,31,47
Oficial,Femenino,Estrato 1,257,42,40
No Oficial,Femenino,Estrato 2,231,49,41
No Oficial,Masculino,Estrato 1,334,68,56
Oficial,Femenino,Estrato 5,220,37,34
Oficial,Femenino,Estrato 2,272,47,63
Oficial,Femenino,Estrato 1,199,42,36
No Oficial,Femenino,Estrato 2,300,62,63
No Oficial,Masculino,Estrato 6,265,44,54
No Oficial,Masculino,Estrato 3,277,50,60
Oficial,Masculino,Estrato 2,234,39,47
Oficial,Masculino,Estrato 2,276,38,55
Oficial,Femenino,Estrato 1,228,56,35
No Oficial,Masculino,Estrato 1,232,48,46
Oficial,Femenino,Estrato 2,303,69,60
No Oficial,Masculino,Estrato 2,310,59,55
Oficial,Masculino,Estrato 2,250,42,35
Oficial,Masculino,Estrato 2,214,35,44
Oficial,Femenino,Estrato 1,255,43,59
Oficial,Masculino,Estrato 4,268,49,41
Oficial,Masculino,Estrato 2,312,50,61
Oficial,Femenino,Estrato 1,207,38,25
Oficial,Femenino,Estrato 1,187,32,41
No Oficial,Femenino,Estrato 1,249,56,58
Oficial,Masculino,Estrato 1,220,48,43
Oficial,Masculino,Estrato 2,244,45,53
Oficial,Femenino,Estrato 3,265,56,53
Oficial,Femenino,Estrato 2,335,58,60
No Oficial,Femenino,Estrato 2,276,45,54
Oficial,Masculino,Estrato 4,156,30,31
No Oficial,Masculino,Estrato 2,266,54,52
Oficial,Masculino,Estrato 3,259,50,54
Oficial,Femenino,Estrato 1,206,52,42
Oficial,Masculino,Estrato 1,254,56,49
Oficial,Femenino,Estrato 2,250,58,45
Oficial,Masculino,Estrato 1,255,46,54
Oficial,Femenino,Estrato 4,276,57,58
Oficial,Masculino,Estrato 1,241,39,49
Oficial,Femenino,Estrato 2,266,47,47
Oficial,Masculino,Estrato 3,173,37,26
Oficial,Femenino,Estrato 1,206,34,45
Oficial,Femenino,Estrato 3,231,39,39
Oficial,Masculino,Estrato 2,204,44,38
Oficial,Femenino,Estrato 3,245,42,38
Oficial,Femenino,Estrato 3,231,53,49
Oficial,Femenino,Estrato 2,226,43,36
No Oficial,Femenino,Estrato 2,341,66,59
Oficial,Femenino,Estrato 2,248,51,42
Oficial,Masculino,Estrato 1,201,39,43
No Oficial,Masculino,Estrato 1,282,58,54
Oficial,Femenino,Estrato 5,275,47,50
Oficial,Femenino,Estrato 2,252,28,61
Oficial,Masculino,Estrato 1,292,47,62
Oficial,Femenino,Estrato 1,278,51,41
Oficial,Masculino,Estrato 2,229,49,39
No Oficial,Femenino,Estrato 1,329,83,51
Oficial,Femenino,Estrato 2,305,56,57
No Oficial,Femenino,Estrato 1,271,48,61
Oficial,Masculino,Estrato 1,246,51,50
Oficial,Masculino,Estrato 3,223,46,42
Oficial,Masculino,Estrato 4,234,48,43
No Oficial,Femenino,Estrato 2,215,40,45
No Oficial,Masculino,Estrato 3,266,37,41
Oficial,Masculino,Estrato 1,281,57,55
No Oficial,Femenino,Estrato 3,276,54,56
Oficial,Femenino,Estrato 1,248,36,40
Oficial,Femenino,Estrato 3,191,42,31
Oficial,Femenino,Estrato 4,295,64,72
Oficial,Masculino,Estrato 3,246,53,52
Oficial,Femenino,Estrato 3,274,51,42
Oficial,Femenino,Estrato 2,252,52,45
Oficial,Masculino,Estrato 2,234,39,46
Oficial,Femenino,Estrato 3,247,38,65
Oficial,Masculino,Estrato 2,305,60,67
No Oficial,Masculino,Estrato 1,235,34,54
Oficial,Femenino,Estrato 2,143,27,31
Oficial,Femenino,Estrato 3,213,42,35
Oficial,Femenino,Estrato 1,196,32,50
Oficial,Femenino,Estrato 3,283,72,62
No Oficial,Femenino,Estrato 3,281,51,65
Oficial,Femenino,Estrato 1,278,57,67
No Oficial,Femenino,Estrato 2,217,41,54
Oficial,Femenino,Estrato 5,245,56,48
Oficial,Masculino,Estrato 4,251,47,52
Oficial,Masculino,Estrato 2,304,50,62
Oficial,Masculino,Estrato 2,252,53,56
Oficial,Femenino,Estrato 1,289,45,60
Oficial,Femenino,Estrato 1,286,50,58
Oficial,Femenino,Estrato 2,238,43,46
Oficial,Masculino,Estrato 4,242,44,47
No Oficial,Femenino,Estrato 5,292,55,60
Oficial,Masculino,Estrato 3,296,55,68
Oficial,Masculino,Estrato 2,207,42,34
Oficial,Femenino,Estrato 1,216,37,43
Oficial,Femenino,Estrato 2,233,50,49
Oficial,Femenino,Estrato 3,199,33,51
No Oficial,Masculino,Estrato 2,319,53,60
No Oficial,Masculino,Estrato 3,295,49,53
Oficial,Femenino,Estrato 3,271,50,64
Oficial,Masculino,Estrato 3,228,53,49
Oficial,Masculino,Estrato 2,277,55,52
Oficial,Masculino,Estrato 3,328,61,72
Oficial,Femenino,Estrato 1,257,51,38
Oficial,Femenino,Estrato 3,301,50,59
Oficial,Femenino,Estrato 1,279,42,57
Oficial,Femenino,Estrato 2,233,38,50
Oficial,Femenino,Estrato 1,252,42,44
Oficial,Femenino,Estrato 1,266,72,47
Oficial,Femenino,Estrato 6,215,58,53
Oficial,Femenino,Estrato 2,140,43,28
No Oficial,Masculino,Estrato 4,323,54,65
Oficial,Femenino,Estrato 1,158,45,26
No Oficial,Masculino,Estrato 1,281,50,49
Oficial,Masculino,Estrato 2,176,48,31
Oficial,Femenino,Estrato 2,280,59,64
Oficial,Masculino,Estrato 3,197,31,35
Oficial,Femenino,Estrato 2,266,66,51
No Oficial,Femenino,Estrato 3,295,71,70
Oficial,Masculino,Estrato 2,273,46,69
Oficial,Femenino,Estrato 2,170,36,23
Oficial,Femenino,Estrato 2,289,42,42
No Oficial,Masculino,Estrato 3,300,56,55
Oficial,Femenino,Estrato 3,277,52,48
No Oficial,Femenino,Estrato 2,340,64,71
No Oficial,Masculino,Estrato 2,252,63,50
Oficial,Masculino,Estrato 3,197,28,38
No Oficial,Masculino,Estrato 4,303,58,66
No Oficial,Masculino,Estrato 1,287,63,42
Oficial,Masculino,Estrato 3,242,37,44
Oficial,Femenino,Estrato 2,224,37,43
Oficial,Masculino,Estrato 2,245,57,56
Oficial,Femenino,Estrato 5,184,47,36
Oficial,Masculino,Estrato 3,189,34,40
Oficial,Masculino,Estrato 3,227,52,43
Oficial,Femenino,Estrato 2,236,59,46
Oficial,Femenino,Estrato 1,227,42,43
Oficial,Femenino,Estrato 3,303,66,58
No Oficial,Masculino,Estrato 4,247,46,49
Oficial,Femenino,Estrato 3,260,41,62
Oficial,Masculino,Estrato 1,229,45,48
Oficial,Masculino,Estrato 2,189,35,36
Oficial,Masculino,Estrato 2,244,41,52
No Oficial,Femenino,Estrato 2,334,64,68
Oficial,Masculino,Estrato 1,253,48,54
Oficial,Femenino,Estrato 1,289,60,55
No Oficial,Femenino,Estrato 3,334,75,70
No Oficial,Femenino,Estrato 3,227,53,48
Oficial,Masculino,Estrato 3,253,49,40
No Oficial,Masculino,Estrato 4,295,54,56
Oficial,Masculino,Estrato 2,236,57,46
Oficial,Masculino,Estrato 4,230,45,43
Oficial,Femenino,Estrato 3,258,46,44
Oficial,Femenino,Estrato 5,188,38,20
No Oficial,Femenino,Estrato 2,333,51,73
Oficial,Femenino,Estrato 2,261,48,37
Oficial,Femenino,Estrato 3,216,38,57
No Oficial,Masculino,Estrato 4,214,36,41
Oficial,Femenino,Estrato 3,213,45,37
No Oficial,Masculino,Estrato 3,248,58,38
No Oficial,Femenino,Estrato 2,316,76,51
Oficial,Femenino,Estrato 3,215,39,36
Oficial,Femenino,Estrato 3,283,54,57
Oficial,Masculino,Estrato 3,257,45,61
Oficial,Femenino,Estrato 3,261,56,41
Oficial,Femenino,Estrato 1,171,19,36
Oficial,Femenino,Estrato 3,228,42,32
No Oficial,Femenino,Estrato 2,205,43,34
Oficial,Masculino,Estrato 5,263,47,56
Oficial,Masculino,Estrato 3,289,54,50
Oficial,Femenino,Estrato 3,283,64,67
Oficial,Femenino,Estrato 6,221,43,49
No Oficial,Femenino,Estrato 1,303,70,64
Oficial,Masculino,Estrato 2,301,73,56
Oficial,Masculino,Estrato 3,230,50,39
Oficial,Masculino,Estrato 2,201,37,37
Oficial,Femenino,Estrato 2,236,59,48
Oficial,Masculino,Estrato 4,298,39,61
Oficial,Masculino,Estrato 2,208,29,35
Oficial,Femenino,Estrato 1,227,51,40
No Oficial,Femenino,Estrato 2,279,75,44
No Oficial,Masculino,Estrato 1,261,57,68
Oficial,Femenino,Estrato 2,256,52,44
No Oficial,Femenino,Estrato 1,319,60,52
Oficial,Masculino,Estrato 4,307,65,43
Oficial,Femenino,Estrato 2,184,46,32
Oficial,Femenino,Estrato 1,214,48,45
Oficial,Masculino,Estrato 2,227,45,44
Oficial,Masculino,Estrato 3,247,57,48
Oficial,Masculino,Estrato 2,265,55,58
Oficial,Femenino,Estrato 2,225,49,49
No Oficial,Masculino,Estrato 4,245,56,42
Oficial,Masculino,Estrato 2,283,49,58
Oficial,Femenino,Estrato 2,266,53,53
No Oficial,Masculino,Estrato 3,316,64,59
Oficial,Femenino,Estrato 2,159,22,41
Oficial,Masculino,Estrato 1,293,49,53
No Oficial,Femenino,Estrato 1,233,41,42
Oficial,Masculino,Estrato 4,238,55,44
Oficial,Masculino,Estrato 4,212,40,48
Oficial,Masculino,Estrato 1,219,44,51
No Oficial,Femenino,Estrato 2,269,56,63
Oficial,Masculino,Estrato 1,165,38,38
No Oficial,Femenino,Estrato 3,321,68,63
Oficial,Femenino,Estrato 1,181,36,42
Oficial,Femenino,Estrato 1,242,47,51
No Oficial,Masculino,Estrato 3,240,56,47
Oficial,Femenino,Estrato 2,274,50,51
Oficial,Femenino,Estrato 1,178,46,34
Oficial,Masculino,Estrato 3,292,53,55
No Oficial,Femenino,Estrato 3,257,49,54
Oficial,Femenino,Estrato 3,202,46,38
Oficial,Femenino,Estrato 4,241,67,51
Oficial,Masculino,Estrato 2,210,26,45
No Oficial,Femenino,Estrato 1,296,66,59
Oficial,Masculino,Estrato 1,316,66,60
Oficial,Masculino,Estrato 2,292,54,52
Oficial,Masculino,Estrato 1,217,46,42
Oficial,Masculino,Estrato 2,249,40,51
Oficial,Femenino,Estrato 1,305,54,51
Oficial,Femenino,Estrato 2,265,56,40
Oficial,Masculino,Estrato 1,285,48,56
No Oficial,Masculino,Estrato 2,296,60,52
No Oficial,Masculino,Estrato 3,269,48,60
Oficial,Femenino,Estrato 2,242,44,57
No Oficial,Femenino,Estrato 2,244,57,41
Oficial,Masculino,Estrato 6,214,33,30
No Oficial,Femenino,Estrato 3,291,57,62
Oficial,Masculino,Estrato 2,230,49,47
Oficial,Femenino,Estrato 2,248,51,52
No Oficial,Femenino,Estrato 3,273,49,59
No Oficial,Masculino,Estrato 1,227,48,42
Oficial,Femenino,Estrato 1,271,45,52
Oficial,Masculino,Estrato 3,228,41,51
Oficial,Masculino,Estrato 2,274,67,57
Oficial,Femenino,Estrato 1,290,63,72
Oficial,Femenino,Estrato 2,261,52,54
Oficial,Masculino,Estrato 1,223,48,46
No Oficial,Femenino,Estrato 4,345,62,75
Oficial,Femenino,Estrato 1,264,55,67
Oficial,Masculino,Estrato 1,269,50,58
Oficial,Masculino,Estrato 3,306,56,59
Oficial,Femenino,Estrato 2,273,53,49
Oficial,Femenino,Estrato 2,307,56,62
Oficial,Masculino,Estrato 2,239,48,40
No Oficial,Femenino,Estrato 2,304,64,65
No Oficial,Femenino,Estrato 3,255,48,53
Oficial,Masculino,Estrato 1,205,18,44
Oficial,Femenino,Estrato 2,320,57,51
Oficial,Masculino,Estrato 5,297,50,68
No Oficial,Femenino,Estrato 1,246,52,41
No Oficial,Femenino,Estrato 2,267,47,44
Oficial,Femenino,Estrato 1,271,50,40
Oficial,Masculino,Estrato 1,193,45,34
No Oficial,Femenino,Estrato 2,234,40,47
Oficial,Femenino,Estrato 1,256,52,50
Oficial,Masculino,Estrato 1,251,45,55
No Oficial,Masculino,Estrato 2,229,42,54
Oficial,Femenino,Estrato 1,257,42,60
Oficial,Femenino,Estrato 3,194,34,37
Oficial,Masculino,Estrato 3,223,48,43
Oficial,Masculino,Estrato 2,274,47,53
Oficial,Masculino,Estrato 6,172,28,31
Oficial,Masculino,Estrato 3,188,55,51
Oficial,Femenino,Estrato 3,230,48,48
Oficial,Masculino,Estrato 1,282,59,59
No Oficial,Masculino,Estrato 3,275,49,59
Oficial,Femenino,Estrato 4,263,60,61
Oficial,Masculino,Estrato 1,245,58,47
Oficial,Femenino,Estrato 3,239,42,51
Oficial,Femenino,Estrato 3,218,52,47
Oficial,Femenino,Estrato 2,278,66,44
Oficial,Femenino,Estrato 2,194,22,35
No Oficial,Masculino,Estrato 1,293,65,57
Oficial,Masculino,Estrato 1,290,51,64
No Oficial,Femenino,Estrato 1,331,76,90
No Oficial,Femenino,Estrato 2,322,57,61
Oficial,Masculino,Estrato 3,160,36,28
Oficial,Masculino,Estrato 4,271,40,57
No Oficial,Femenino,Estrato 2,284,65,44
No Oficial,Masculino,Estrato 2,261,52,39
Oficial,Masculino,Estrato 1,194,49,37
Oficial,Masculino,Estrato 4,239,42,44
Oficial,Femenino,Estrato 2,292,60,66
No Oficial,Femenino,Estrato 3,290,70,55
Oficial,Femenino,Estrato 1,287,57,48
Oficial,Masculino,Estrato 2,177,38,28
No Oficial,Masculino,Estrato 2,287,62,65
Oficial,Masculino,Estrato 1,249,37,44
Oficial,Femenino,Estrato 3,282,52,53
Oficial,Femenino,Estrato 2,303,69,58
No Oficial,Femenino,Estrato 2,298,43,55
Oficial,Masculino,Estrato 3,307,70,63
Oficial,Femenino,Estrato 2,252,45,62
Oficial,Femenino,Estrato 1,220,60,47
Oficial,Masculino,Estrato 4,292,61,64
Oficial,Masculino,Estrato 2,299,53,53
Oficial,Femenino,Estrato 3,282,64,59
Oficial,Femenino,Estrato 3,269,65,63
No Oficial,Masculino,Estrato 1,311,67,60
No Oficial,Femenino,Estrato 2,344,65,68
Oficial,Femenino,Estrato 1,244,60,54
Oficial,Masculino,Estrato 2,274,47,65
Oficial,Masculino,Estrato 3,264,61,61
No Oficial,Masculino,Estrato 1,230,26,37
Oficial,Masculino,Estrato 1,239,48,50
Oficial,Masculino,Estrato 2,281,51,51
Oficial,Masculino,Estrato 2,279,44,53
Oficial,Femenino,Estrato 3,253,61,41
Oficial,Femenino,Estrato 3,214,25,40
Oficial,Femenino,Estrato 3,294,69,52
Oficial,Masculino,Estrato 3,196,26,38
Oficial,Masculino,Estrato 1,206,49,44
Oficial,Masculino,Estrato 2,251,43,52
Oficial,Femenino,Estrato 2,144,13,34
Oficial,Masculino,Estrato 5,306,57,57
Oficial,Masculino,Estrato 2,245,53,37
Oficial,Femenino,Estrato 5,306,54,72
Oficial,Femenino,Estrato 3,317,65,67
Oficial,Femenino,Estrato 3,238,53,51
Oficial,Masculino,Estrato 2,298,71,63
Oficial,Masculino,Estrato 2,202,40,42
Oficial,Femenino,Estrato 2,262,61,59
No Oficial,Femenino,Estrato 2,236,53,42
Oficial,Masculino,Estrato 4,272,53,59
Oficial,Masculino,Estrato 3,280,65,58
Oficial,Femenino,Estrato 3,238,54,48
Oficial,Femenino,Estrato 2,266,51,49
Oficial,Femenino,Estrato 1,282,62,58
Oficial,Femenino,Estrato 3,252,52,48
Oficial,Femenino,Estrato 2,346,73,75
Oficial,Masculino,Estrato 4,239,62,44
Oficial,Masculino,Estrato 3,311,55,54
No Oficial,Femenino,Estrato 1,200,42,43
No Oficial,Femenino,Estrato 3,314,63,77
Oficial,Femenino,Estrato 3,304,67,62
Oficial,Femenino,Estrato 2,287,53,56
Oficial,Femenino,Estrato 2,249,45,62
Oficial,Femenino,Estrato 1,259,51,55
Oficial,Masculino,Estrato 1,264,56,51
Oficial,Masculino,Estrato 3,300,56,72
Oficial,Masculino,Estrato 1,228,24,40
Oficial,Femenino,Estrato 3,308,53,59
Oficial,Masculino,Estrato 2,201,51,42
Oficial,Femenino,Estrato 4,174,47,54
No Oficial,Femenino,Estrato 6,290,54,51
Oficial,Femenino,Estrato 3,295,73,51
Oficial,Masculino,Estrato 2,237,44,48
Oficial,Masculino,Estrato 2,154,18,41
Oficial,Masculino,Estrato 1,185,34,43
Oficial,Masculino,Estrato 1,262,58,47
Oficial,Masculino,Estrato 2,244,44,40
Oficial,Masculino,Estrato 3,296,64,54
Oficial,Femenino,Estrato 2,247,51,50
Oficial,Masculino,Estrato 2,215,40,45
Oficial,Masculino,Estrato 2,257,57,49
Oficial,Femenino,Estrato 4,285,66,55
Oficial,Femenino,Estrato 1,299,61,57
Oficial,Femenino,Estrato 1,240,52,52
Oficial,Femenino,Estrato 4,247,37,51
No Oficial,Femenino,Estrato 1,252,61,54
Oficial,Femenino,Estrato 3,215,38,45
Oficial,Femenino,Estrato 3,274,47,41
Oficial,Masculino,Estrato 2,235,54,47
No Oficial,Femenino,Estrato 2,302,57,55
No Oficial,Masculino,Estrato 4,294,53,69
Oficial,Femenino,Estrato 1,250,47,41
Oficial,Masculino,Estrato 1,321,54,50
Oficial,Femenino,Estrato 2,226,39,50
Oficial,Femenino,Estrato 2,228,53,47
Oficial,Masculino,Estrato 2,302,69,61
Oficial,Femenino,Estrato 4,262,52,55
Oficial,Masculino,Estrato 4,275,49,54
Oficial,Masculino,Estrato 1,203,43,37
No Oficial,Masculino,Estrato 2,320,48,65
Oficial,Femenino,Estrato 1,277,64,47
Oficial,Femenino,Estrato 4,218,43,53
Oficial,Femenino,Estrato 2,270,45,49
No Oficial,Femenino,Estrato 2,302,72,51
No Oficial,Femenino,Estrato 3,290,58,60
Oficial,Femenino,Estrato 2,285,53,51
Oficial,Masculino,Estrato 1,290,74,66
No Oficial,Masculino,Estrato 2,279,51,41
Oficial,Masculino,Estrato 3,263,58,41
Oficial,Femenino,Estrato 3,297,64,56
No Oficial,Masculino,Estrato 3,276,48,56
Oficial,Masculino,Estrato 1,258,50,46
Oficial,Femenino,Estrato 2,229,43,43
No Oficial,Masculino,Estrato 3,294,44,70
Oficial,Femenino,Estrato 4,229,30,40
Oficial,Masculino,Estrato 1,200,22,28
Oficial,Masculino,Estrato 1,262,48,50
Oficial,Masculino,Estrato 3,214,34,34
Oficial,Masculino,Estrato 2,189,30,41
Oficial,Femenino,Estrato 1,274,51,58
Oficial,Masculino,Estrato 2,272,54,53
Oficial,Masculino,Estrato 5,231,43,48
Oficial,Femenino,Estrato 3,273,48,47
Oficial,Femenino,Estrato 2,212,57,49
No Oficial,Femenino,Estrato 3,288,55,53
Oficial,Femenino,Estrato 1,261,60,63
Oficial,Femenino,Estrato 2,286,47,54
Oficial,Masculino,Estrato 2,229,56,42
Oficial,Femenino,Estrato 2,221,39,42
Oficial,Femenino,Estrato 4,284,79,60
Oficial,Masculino,Estrato 2,269,43,63
Oficial,Masculino,Estrato 1,250,41,52
Oficial,Masculino,Estrato 4,292,56,73
Oficial,Masculino,Estrato 1,322,61,58
Oficial,Masculino,Estrato 2,259,42,50
Oficial,Masculino,Estrato 2,221,55,36
Oficial,Femenino,Estrato 5,264,63,49
Oficial,Femenino,Estrato 2,212,39,37
Oficial,Femenino,Estrato 2,294,66,48
Oficial,Femenino,Estrato 2,216,54,49
Oficial,Masculino,Estrato 5,237,47,51
Oficial,Femenino,Estrato 3,211,36,39
Oficial,Femenino,Estrato 1,252,60,52
No Oficial,Masculino,Estrato 3,268,62,50
No Oficial,Masculino,Estrato 3,287,47,55
Oficial,Masculino,Estrato 3,249,61,53
Oficial,Masculino,Estrato 3,246,41,49
Oficial,Masculino,Estrato 2,222,47,44
Oficial,Masculino,Estrato 3,233,40,33
Oficial,Masculino,Estrato 3,189,39,43
Oficial,Masculino,Estrato 1,300,60,69
Oficial,Femenino,Estrato 2,241,66,55
No Oficial,Masculino,Estrato 1,250,37,46
Oficial,Masculino,Estrato 3,240,41,54
No Oficial,Femenino,Estrato 3,244,45,51
No Oficial,Femenino,Estrato 2,238,50,41
Oficial,Masculino,Estrato 3,244,46,46
Oficial,Femenino,Estrato 3,247,31,48
Oficial,Masculino,Estrato 4,272,60,38
Oficial,Masculino,Estrato 1,251,60,51
Oficial,Masculino,Estrato 2,231,49,38
Oficial,Femenino,Estrato 3,208,37,34
Oficial,Masculino,Estrato 1,228,47,46
No Oficial,Femenino,Estrato 2,277,45,52
Oficial,Masculino,Estrato 2,279,64,48
No Oficial,Femenino,Estrato 3,244,52,49
Oficial,Masculino,Estrato 2,285,52,50
No Oficial,Masculino,Estrato 2,256,51,45
Oficial,Femenino,Estrato 2,209,50,50
Oficial,Femenino,Estrato 1,254,60,51
No Oficial,Masculino,Estrato 4,256,50,53
Oficial,Femenino,Estrato 2,202,57,51
Oficial,Femenino,Estrato 2,190,48,36
Oficial,Masculino,Estrato 1,263,56,48
Oficial,Femenino,Estrato 2,226,42,40
Oficial,Femenino,Estrato 4,305,58,73
Oficial,Masculino,Estrato 6,313,64,61
Oficial,Masculino,Estrato 2,263,51,46
Oficial,Femenino,Estrato 1,283,70,57
No Oficial,Masculino,Estrato 2,287,49,53
Oficial,Masculino,Estrato 2,191,42,35
Oficial,Masculino,Estrato 3,239,31,59
Oficial,Femenino,Estrato 2,193,41,39
Oficial,Masculino,Estrato 3,257,58,42
Oficial,Femenino,Estrato 3,213,54,39
Oficial,Masculino,Estrato 2,252,45,37
Oficial,Masculino,Estrato 3,238,41,42
Oficial,Femenino,Estrato 3,270,62,61
Oficial,Femenino,Estrato 2,258,61,46
No Oficial,Masculino,Estrato 4,272,52,72
Oficial,Masculino,Estrato 3,190,22,19
Oficial,Masculino,Estrato 2,251,41,47
No Oficial,Femenino,Estrato 4,277,54,56
Oficial,Masculino,Estrato 3,294,47,59
No Oficial,Femenino,Estrato 2,282,62,60
Oficial,Femenino,Estrato 2,278,49,53
No Oficial,Masculino,Estrato 4,366,72,81
Oficial,Masculino,Estrato 1,259,60,43
Oficial,Masculino,Estrato 2,218,46,41
Oficial,Masculino,Estrato 2,250,65,42
Oficial,Femenino,Estrato 2,205,52,37
No Oficial,Femenino,Estrato 3,344,60,67
Oficial,Femenino,Estrato 2,189,42,42
Oficial,Masculino,Estrato 2,238,48,40
Oficial,Femenino,Estrato 4,179,45,33
Oficial,Masculino,Estrato 3,314,66,62
Oficial,Masculino,Estrato 4,251,46,51
Oficial,Femenino,Estrato 2,245,52,41
Oficial,Femenino,Estrato 3,272,51,56
Oficial,Masculino,Estrato 3,193,33,46
No Oficial,Femenino,Estrato 2,258,50,59
Oficial,Femenino,Estrato 3,266,55,51
Oficial,Femenino,Estrato 1,251,60,53
No Oficial,Masculino,Estrato 2,268,49,52
Oficial,Femenino,Estrato 3,270,38,61
Oficial,Femenino,Estrato 2,257,49,56
Oficial,Femenino,Estrato 3,265,55,44
Oficial,Femenino,Estrato 1,260,53,50
Oficial,Femenino,Estrato 3,217,41,38
Oficial,Masculino,Estrato 2,241,55,47
Oficial,Masculino,Estrato 2,170,36,25
Oficial,Masculino,Estrato 2,224,49,43
Oficial,Masculino,Estrato 2,235,32,45
No Oficial,Masculino,Estrato 3,174,33,33
Oficial,Femenino,Estrato 3,265,51,54
Oficial,Masculino,Estrato 2,214,56,32
Oficial,Femenino,Estrato 2,214,41,48
No Oficial,Femenino,Estrato 2,205,35,46
Oficial,Masculino,Estrato 3,233,40,56
Oficial,Femenino,Estrato 2,249,57,49
No Oficial,Masculino,Estrato 2,233,41,48
Oficial,Femenino,Estrato 2,241,41,55
No Oficial,Femenino,Estrato 2,220,51,39
Oficial,Masculino,Estrato 1,232,49,49
Oficial,Masculino,Estrato 1,224,42,39
No Oficial,Masculino,Estrato 2,231,35,49
